"","files_weighted","sig_id","count","rdkit","cell_id","pert_iname","pert_dose","pert_time","pert_id","atoms","emb","identifier","sig_id_original"
"745","graphs_weighted/CPC006_A549_24H_BRD-K26664453-001-03-4_10/graph.csv","CPC006_A549_24H_BRD-K26664453-001-03-4_10",1,"C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C/[C@H](O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O","A549","cytochalasin-b",10,24,"BRD-K26664453",35,"CPC006_A549_24H_BRD-K26664453-001-03-4_10_emb","cytochalasin-bA5491024","CPC006_A549_24H:BRD-K26664453-001-03-4:10"
"746","graphs_weighted/CPC006_A549_24H_BRD-K28360340-001-01-8_10/graph.csv","CPC006_A549_24H_BRD-K28360340-001-01-8_10",1,"CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O","A549","TW-37",10,24,"BRD-K28360340",41,"CPC006_A549_24H_BRD-K28360340-001-01-8_10_emb","TW-37A5491024","CPC006_A549_24H:BRD-K28360340-001-01-8:10"
"747","graphs_weighted/CPC006_A549_24H_BRD-K28907958-001-02-7_11.1/graph.csv","CPC006_A549_24H_BRD-K28907958-001-02-7_11.1",1,"O=C(O)c1ccc2cc(-c3ccc(O)c(C45CC6CC(CC(C6)C4)C5)c3)ccc2c1","A549","CD-437",11.1,24,"BRD-K28907958",30,"CPC006_A549_24H_BRD-K28907958-001-02-7_11.1_emb","CD-437A54911.124","CPC006_A549_24H:BRD-K28907958-001-02-7:11.1"
"748","graphs_weighted/CPC006_A549_24H_BRD-K34581968-001-01-2_11.1/graph.csv","CPC006_A549_24H_BRD-K34581968-001-01-2_11.1",1,"Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12","A549","BMS-536924",11.1,24,"BRD-K34581968",34,"CPC006_A549_24H_BRD-K34581968-001-01-2_11.1_emb","BMS-536924A54911.124","CPC006_A549_24H:BRD-K34581968-001-01-2:11.1"
"749","graphs_weighted/CPC006_A549_24H_BRD-K37865504-001-02-5_10/graph.csv","CPC006_A549_24H_BRD-K37865504-001-02-5_10",1,"CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1","A549","LY-2183240",10,24,"BRD-K37865504",23,"CPC006_A549_24H_BRD-K37865504-001-02-5_10_emb","LY-2183240A5491024","CPC006_A549_24H:BRD-K37865504-001-02-5:10"
"750","graphs_weighted/CPC006_A549_24H_BRD-K53414658-001-01-7_10/graph.csv","CPC006_A549_24H_BRD-K53414658-001-01-7_10",1,"COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC","A549","tivozanib",10,24,"BRD-K53414658",32,"CPC006_A549_24H_BRD-K53414658-001-01-7_10_emb","tivozanibA5491024","CPC006_A549_24H:BRD-K53414658-001-01-7:10"
"751","graphs_weighted/CPC006_A549_24H_BRD-K54233340-300-01-0_10/graph.csv","CPC006_A549_24H_BRD-K54233340-300-01-0_10",1,"c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1","A549","dorsomorphin",10,24,"BRD-K54233340",30,"CPC006_A549_24H_BRD-K54233340-300-01-0_10_emb","dorsomorphinA5491024","CPC006_A549_24H:BRD-K54233340-300-01-0:10"
"752","graphs_weighted/CPC006_A549_24H_BRD-K64890080-001-03-9_10/graph.csv","CPC006_A549_24H_BRD-K64890080-001-03-9_10",1,"CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1","A549","BI-2536",10,24,"BRD-K64890080",38,"CPC006_A549_24H_BRD-K64890080-001-03-9_10_emb","BI-2536A5491024","CPC006_A549_24H:BRD-K64890080-001-03-9:10"
"753","graphs_weighted/CPC006_A549_24H_BRD-K67566344-001-01-8_10/graph.csv","CPC006_A549_24H_BRD-K67566344-001-01-8_10",1,"COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CO","A549","KU-0063794",10,24,"BRD-K67566344",34,"CPC006_A549_24H_BRD-K67566344-001-01-8_10_emb","KU-0063794A5491024","CPC006_A549_24H:BRD-K67566344-001-01-8:10"
"754","graphs_weighted/CPC006_A549_24H_BRD-K67844266-001-01-3_11.1/graph.csv","CPC006_A549_24H_BRD-K67844266-001-01-3_11.1",1,"NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O","A549","pevonedistat",11.1,24,"BRD-K67844266",31,"CPC006_A549_24H_BRD-K67844266-001-01-3_11.1_emb","pevonedistatA54911.124","CPC006_A549_24H:BRD-K67844266-001-01-3:11.1"
"755","graphs_weighted/CPC006_A549_24H_BRD-K69328504-001-01-7_10/graph.csv","CPC006_A549_24H_BRD-K69328504-001-01-7_10",1,"CC(C)(C)C(=O)OCOP(=O)(OCOC(=O)C(C)(C)C)C(C)(Oc1ccc(O)cc1)P(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C","A549","L-690488",10,24,"BRD-K69328504",50,"CPC006_A549_24H_BRD-K69328504-001-01-7_10_emb","L-690488A5491024","CPC006_A549_24H:BRD-K69328504-001-01-7:10"
"756","graphs_weighted/CPC006_A549_24H_BRD-K69840642-001-01-4_10/graph.csv","CPC006_A549_24H_BRD-K69840642-001-01-4_10",1,"CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1","A549","ISOX",10,24,"BRD-K69840642",32,"CPC006_A549_24H_BRD-K69840642-001-01-4_10_emb","ISOXA5491024","CPC006_A549_24H:BRD-K69840642-001-01-4:10"
"757","graphs_weighted/CPC006_A549_24H_BRD-K69932463-001-03-1_10/graph.csv","CPC006_A549_24H_BRD-K69932463-001-03-1_10",1,"COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO","A549","AZD-8055",10,24,"BRD-K69932463",34,"CPC006_A549_24H_BRD-K69932463-001-03-1_10_emb","AZD-8055A5491024","CPC006_A549_24H:BRD-K69932463-001-03-1:10"
"758","graphs_weighted/CPC006_A549_24H_BRD-K74305673-001-01-3_10/graph.csv","CPC006_A549_24H_BRD-K74305673-001-01-3_10",1,"O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O","A549","IKK-2-inhibitor-V",10,24,"BRD-K74305673",25,"CPC006_A549_24H_BRD-K74305673-001-01-3_10_emb","IKK-2-inhibitor-VA5491024","CPC006_A549_24H:BRD-K74305673-001-01-3:10"
"759","graphs_weighted/CPC006_A549_6H_BRD-A18763547-300-04-8_10/graph.csv","CPC006_A549_6H_BRD-A18763547-300-04-8_10",1,"OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21","A549","BAX-channel-blocker",10,6,"BRD-A18763547",25,"CPC006_A549_6H_BRD-A18763547-300-04-8_10_emb","BAX-channel-blockerA549106","CPC006_A549_6H:BRD-A18763547-300-04-8:10"
"760","graphs_weighted/CPC006_A549_6H_BRD-A79465854-001-01-3_10/graph.csv","CPC006_A549_6H_BRD-A79465854-001-01-3_10",1,"CCP(CC)(CC)=[Au]SC1CC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O","A549","auranofin",10,6,"BRD-A79465854",31,"CPC006_A549_6H_BRD-A79465854-001-01-3_10_emb","auranofinA549106","CPC006_A549_6H:BRD-A79465854-001-01-3:10"
"761","graphs_weighted/CPC006_A549_6H_BRD-K01877528-001-01-6_10/graph.csv","CPC006_A549_6H_BRD-K01877528-001-01-6_10",1,"Cc1onc(C(=O)N2CCN(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)CC2)c1[N+](=O)[O-]","A549","TL-HRAS-61",10,6,"BRD-K01877528",32,"CPC006_A549_6H_BRD-K01877528-001-01-6_10_emb","TL-HRAS-61A549106","CPC006_A549_6H:BRD-K01877528-001-01-6:10"
"762","graphs_weighted/CPC006_A549_6H_BRD-K03618428-001-01-3_22.2/graph.csv","CPC006_A549_6H_BRD-K03618428-001-01-3_22.2",1,"CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21","A549","PP-110",22.2,6,"BRD-K03618428",22,"CPC006_A549_6H_BRD-K03618428-001-01-3_22.2_emb","PP-110A54922.26","CPC006_A549_6H:BRD-K03618428-001-01-3:22.2"
"763","graphs_weighted/CPC006_A549_6H_BRD-K09499853-305-01-1_10/graph.csv","CPC006_A549_6H_BRD-K09499853-305-01-1_10",1,"CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1","A549","KU-0060648",10,6,"BRD-K09499853",42,"CPC006_A549_6H_BRD-K09499853-305-01-1_10_emb","KU-0060648A549106","CPC006_A549_6H:BRD-K09499853-305-01-1:10"
"764","graphs_weighted/CPC006_A549_6H_BRD-K12502280-001-01-5_11.1/graph.csv","CPC006_A549_6H_BRD-K12502280-001-01-5_11.1",1,"Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1","A549","TG-101348",11.1,6,"BRD-K12502280",37,"CPC006_A549_6H_BRD-K12502280-001-01-5_11.1_emb","TG-101348A54911.16","CPC006_A549_6H:BRD-K12502280-001-01-5:11.1"
"765","graphs_weighted/CPC006_A549_6H_BRD-K17140735-300-02-4_11.1/graph.csv","CPC006_A549_6H_BRD-K17140735-300-02-4_11.1",1,"CC(C)c1ccc(Cn2ccc3c4c(N)nc(NC5CC5)nc4ccc32)cc1","A549","SCH-79797",11.1,6,"BRD-K17140735",28,"CPC006_A549_6H_BRD-K17140735-300-02-4_11.1_emb","SCH-79797A54911.16","CPC006_A549_6H:BRD-K17140735-300-02-4:11.1"
"766","graphs_weighted/CPC006_A549_6H_BRD-K19295594-001-08-5_11.1/graph.csv","CPC006_A549_6H_BRD-K19295594-001-08-5_11.1",1,"Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O","A549","gossypol",11.1,6,"BRD-K19295594",38,"CPC006_A549_6H_BRD-K19295594-001-08-5_11.1_emb","gossypolA54911.16","CPC006_A549_6H:BRD-K19295594-001-08-5:11.1"
"767","graphs_weighted/CPC006_A549_6H_BRD-K53903639-001-01-3_80/graph.csv","CPC006_A549_6H_BRD-K53903639-001-01-3_80",1,"O=C(NC1CC1)c1cc(-c2cccs2)on1","A549","CHEMBL-1222381",80,6,"BRD-K53903639",16,"CPC006_A549_6H_BRD-K53903639-001-01-3_80_emb","CHEMBL-1222381A549806","CPC006_A549_6H:BRD-K53903639-001-01-3:80"
"768","graphs_weighted/CPC006_A549_6H_BRD-K60623809-001-02-0_10/graph.csv","CPC006_A549_6H_BRD-K60623809-001-02-0_10",1,"CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C","A549","SU-11652",10,6,"BRD-K60623809",29,"CPC006_A549_6H_BRD-K60623809-001-02-0_10_emb","SU-11652A549106","CPC006_A549_6H:BRD-K60623809-001-02-0:10"
"769","graphs_weighted/CPC006_A549_6H_BRD-K74402642-003-01-2_10/graph.csv","CPC006_A549_6H_BRD-K74402642-003-01-2_10",1,"Cc1ccc(/C=C2/CNC/C(=C\c3ccc(C)cc3)C2=O)cc1","A549","NSC-632839",10,6,"BRD-K74402642",23,"CPC006_A549_6H_BRD-K74402642-003-01-2_10_emb","NSC-632839A549106","CPC006_A549_6H:BRD-K74402642-003-01-2:10"
"770","graphs_weighted/CPC006_A549_6H_BRD-K78599730-001-02-6_9.08/graph.csv","CPC006_A549_6H_BRD-K78599730-001-02-6_9.08",1,"CCCC[C@@H](C)/C=C(C)/C=C(\C)C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C(=O)NC2C(=O)CCC2=O)[C@@H]2O[C@@H]2C1=O","A549","manumycin-a",9.1,6,"BRD-K78599730",40,"CPC006_A549_6H_BRD-K78599730-001-02-6_9.08_emb","manumycin-aA5499.16","CPC006_A549_6H:BRD-K78599730-001-02-6:9.08"
"771","graphs_weighted/CPC006_A549_6H_BRD-K78659596-001-01-3_10/graph.csv","CPC006_A549_6H_BRD-K78659596-001-01-3_10",1,"CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O","A549","ixazomib",10,6,"BRD-K78659596",23,"CPC006_A549_6H_BRD-K78659596-001-01-3_10_emb","ixazomibA549106","CPC006_A549_6H:BRD-K78659596-001-01-3:10"
"772","graphs_weighted/CPC006_A549_6H_BRD-K86574132-001-04-9_48/graph.csv","CPC006_A549_6H_BRD-K86574132-001-04-9_48",1,"CC(C)N1C(=O)S/C(=C/c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O","A549","BRD-K86574132",48,6,"BRD-K86574132",26,"CPC006_A549_6H_BRD-K86574132-001-04-9_48_emb","BRD-K86574132A549486","CPC006_A549_6H:BRD-K86574132-001-04-9:48"
"773","graphs_weighted/CPC006_A549_6H_BRD-M86331534-373-01-5_10/graph.csv","CPC006_A549_6H_BRD-M86331534-373-01-5_10",1,"Cc1cc(CCc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1","A549","pyrvinium-pamoate",10,6,"BRD-M86331534",29,"CPC006_A549_6H_BRD-M86331534-373-01-5_10_emb","pyrvinium-pamoateA549106","CPC006_A549_6H:BRD-M86331534-373-01-5:10"
"774","graphs_weighted/CPC006_A673_6H_BRD-A19037878_10/graph.csv","CPC006_A673_6H_BRD-A19037878_10",1,"CC(/C=C/C(=O)NO)=C\C(C)C(=O)c1ccc(N(C)C)cc1","A673","trichostatin-a",10,6,"BRD-A19037878",22,"CPC006_A673_6H_BRD-A19037878_10_emb","trichostatin-aA673106","CPC006_A673_6H:BRD-A19037878:10"
"775","graphs_weighted/CPC006_A673_6H_BRD-A28105619-001-01-3_10/graph.csv","CPC006_A673_6H_BRD-A28105619-001-01-3_10",1,"CC(C)(O)/C=C/C(=O)[C@](C)(O)C1[C@H](O)C[C@@]2(C)C3CC=C4C(CC(=O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C","A673","cucurbitacin-i",10,6,"BRD-A28105619",37,"CPC006_A673_6H_BRD-A28105619-001-01-3_10_emb","cucurbitacin-iA673106","CPC006_A673_6H:BRD-A28105619-001-01-3:10"
"776","graphs_weighted/CPC006_A673_6H_BRD-A36275421-001-11-1_10/graph.csv","CPC006_A673_6H_BRD-A36275421-001-11-1_10",1,"COc1ccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2cccs2)cc1Cl","A673","BRD-A36275421",10,6,"BRD-A36275421",31,"CPC006_A673_6H_BRD-A36275421-001-11-1_10_emb","BRD-A36275421A673106","CPC006_A673_6H:BRD-A36275421-001-11-1:10"
"777","graphs_weighted/CPC006_A673_6H_BRD-A36630025-001-02-6_0.35/graph.csv","CPC006_A673_6H_BRD-A36630025-001-02-6_0.35",1,"CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC","A673","SN-38",0.4,6,"BRD-A36630025",29,"CPC006_A673_6H_BRD-A36630025-001-02-6_0.35_emb","SN-38A6730.46","CPC006_A673_6H:BRD-A36630025-001-02-6:0.35"
"778","graphs_weighted/CPC006_A673_6H_BRD-K00317371-001-02-0_10/graph.csv","CPC006_A673_6H_BRD-K00317371-001-02-0_10",1,"OCc1ccc(-c2ccc(-c3ccc(CO)s3)o2)s1","A673","RITA",10,6,"BRD-K00317371",19,"CPC006_A673_6H_BRD-K00317371-001-02-0_10_emb","RITAA673106","CPC006_A673_6H:BRD-K00317371-001-02-0:10"
"779","graphs_weighted/CPC006_A673_6H_BRD-K00615600-001-06-1_25/graph.csv","CPC006_A673_6H_BRD-K00615600-001-06-1_25",1,"CN(C)Cc1ccc(-c2nc3cccc4c3n2CCNC4=O)cc1","A673","AG-14361",25,6,"BRD-K00615600",24,"CPC006_A673_6H_BRD-K00615600-001-06-1_25_emb","AG-14361A673256","CPC006_A673_6H:BRD-K00615600-001-06-1:25"
"780","graphs_weighted/CPC006_A673_6H_BRD-K01877528-001-01-6_10/graph.csv","CPC006_A673_6H_BRD-K01877528-001-01-6_10",1,"Cc1onc(C(=O)N2CCN(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)CC2)c1[N+](=O)[O-]","A673","TL-HRAS-61",10,6,"BRD-K01877528",32,"CPC006_A673_6H_BRD-K01877528-001-01-6_10_emb","TL-HRAS-61A673106","CPC006_A673_6H:BRD-K01877528-001-01-6:10"
"781","graphs_weighted/CPC006_A673_6H_BRD-K01976263-003-04-5_0.63/graph.csv","CPC006_A673_6H_BRD-K01976263-003-04-5_0.63",1,NA,"A673","emetine",0.6,6,"BRD-K01976263",NA,"CPC006_A673_6H_BRD-K01976263-003-04-5_0.63_emb","emetineA6730.66","CPC006_A673_6H:BRD-K01976263-003-04-5:0.63"
"782","graphs_weighted/CPC006_A673_6H_BRD-K02822062-001-01-3_10/graph.csv","CPC006_A673_6H_BRD-K02822062-001-01-3_10",1,"COc1cc(/C=C/C(=O)N2CCCCC2=O)cc(OC)c1OCCN1CCOCC1","A673","CT-200783",10,6,"BRD-K02822062",30,"CPC006_A673_6H_BRD-K02822062-001-01-3_10_emb","CT-200783A673106","CPC006_A673_6H:BRD-K02822062-001-01-3:10"
"783","graphs_weighted/CPC006_A673_6H_BRD-K03618428-001-01-3_22.2/graph.csv","CPC006_A673_6H_BRD-K03618428-001-01-3_22.2",1,"CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21","A673","PP-110",22.2,6,"BRD-K03618428",22,"CPC006_A673_6H_BRD-K03618428-001-01-3_22.2_emb","PP-110A67322.26","CPC006_A673_6H:BRD-K03618428-001-01-3:22.2"
"784","graphs_weighted/CPC006_A673_6H_BRD-K04010869-001-02-6_1/graph.csv","CPC006_A673_6H_BRD-K04010869-001-02-6_1",1,"CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O","A673","prostaglandin-a1",1,6,"BRD-K04010869",24,"CPC006_A673_6H_BRD-K04010869-001-02-6_1_emb","prostaglandin-a1A67316","CPC006_A673_6H:BRD-K04010869-001-02-6:1"
"785","graphs_weighted/CPC006_A673_6H_BRD-K04853698-003-01-4_10/graph.csv","CPC006_A673_6H_BRD-K04853698-003-01-4_10",1,"c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1","A673","LDN-193189",10,6,"BRD-K04853698",31,"CPC006_A673_6H_BRD-K04853698-003-01-4_10_emb","LDN-193189A673106","CPC006_A673_6H:BRD-K04853698-003-01-4:10"
"786","graphs_weighted/CPC006_A673_6H_BRD-K06792661-001-01-9_10/graph.csv","CPC006_A673_6H_BRD-K06792661-001-01-9_10",1,"O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(c(O)c21)OCO3","A673","narciclasine",10,6,"BRD-K06792661",22,"CPC006_A673_6H_BRD-K06792661-001-01-9_10_emb","narciclasineA673106","CPC006_A673_6H:BRD-K06792661-001-01-9:10"
"787","graphs_weighted/CPC006_A673_6H_BRD-K07303502-001-02-5_80/graph.csv","CPC006_A673_6H_BRD-K07303502-001-02-5_80",1,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)C(F)(F)F","A673","arachidonyl-trifluoro-methane",80,6,"BRD-K07303502",25,"CPC006_A673_6H_BRD-K07303502-001-02-5_80_emb","arachidonyl-trifluoro-methaneA673806","CPC006_A673_6H:BRD-K07303502-001-02-5:80"
"788","graphs_weighted/CPC006_A673_6H_BRD-K09499853-305-01-1_10/graph.csv","CPC006_A673_6H_BRD-K09499853-305-01-1_10",1,"CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1","A673","KU-0060648",10,6,"BRD-K09499853",42,"CPC006_A673_6H_BRD-K09499853-305-01-1_10_emb","KU-0060648A673106","CPC006_A673_6H:BRD-K09499853-305-01-1:10"
"789","graphs_weighted/CPC006_A673_6H_BRD-K12502280-001-01-5_11.1/graph.csv","CPC006_A673_6H_BRD-K12502280-001-01-5_11.1",1,"Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1","A673","TG-101348",11.1,6,"BRD-K12502280",37,"CPC006_A673_6H_BRD-K12502280-001-01-5_11.1_emb","TG-101348A67311.16","CPC006_A673_6H:BRD-K12502280-001-01-5:11.1"
"790","graphs_weighted/CPC006_A673_6H_BRD-K17140735-300-02-4_11.1/graph.csv","CPC006_A673_6H_BRD-K17140735-300-02-4_11.1",1,"CC(C)c1ccc(Cn2ccc3c4c(N)nc(NC5CC5)nc4ccc32)cc1","A673","SCH-79797",11.1,6,"BRD-K17140735",28,"CPC006_A673_6H_BRD-K17140735-300-02-4_11.1_emb","SCH-79797A67311.16","CPC006_A673_6H:BRD-K17140735-300-02-4:11.1"
"791","graphs_weighted/CPC006_A673_6H_BRD-K24132293-001-16-0_10/graph.csv","CPC006_A673_6H_BRD-K24132293-001-16-0_10",1,"COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC","A673","piperlongumine",10,6,"BRD-K24132293",23,"CPC006_A673_6H_BRD-K24132293-001-16-0_10_emb","piperlongumineA673106","CPC006_A673_6H:BRD-K24132293-001-16-0:10"
"792","graphs_weighted/CPC006_A673_6H_BRD-K31342827-001-05-4_12.12/graph.csv","CPC006_A673_6H_BRD-K31342827-001-05-4_12.12",1,"CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21","A673","bisindolylmaleimide",12.1,6,"BRD-K31342827",31,"CPC006_A673_6H_BRD-K31342827-001-05-4_12.12_emb","bisindolylmaleimideA67312.16","CPC006_A673_6H:BRD-K31342827-001-05-4:12.12"
"793","graphs_weighted/CPC006_A673_6H_BRD-K35960502-001-10-1_10/graph.csv","CPC006_A673_6H_BRD-K35960502-001-10-1_10",1,"O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O","A673","niclosamide",10,6,"BRD-K35960502",21,"CPC006_A673_6H_BRD-K35960502-001-10-1_10_emb","niclosamideA673106","CPC006_A673_6H:BRD-K35960502-001-10-1:10"
"794","graphs_weighted/CPC006_A673_6H_BRD-K43620258-001-01-6_80/graph.csv","CPC006_A673_6H_BRD-K43620258-001-01-6_80",1,"COc1ccc(-c2ccccc2)cc1NS(=O)(=O)c1cc(Cl)cc(Cl)c1O","A673","CHEMBL-399379",80,6,"BRD-K43620258",27,"CPC006_A673_6H_BRD-K43620258-001-01-6_80_emb","CHEMBL-399379A673806","CPC006_A673_6H:BRD-K43620258-001-01-6:80"
"795","graphs_weighted/CPC006_A673_6H_BRD-K45446451-001-01-9_11.1/graph.csv","CPC006_A673_6H_BRD-K45446451-001-01-9_11.1",1,"O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCC(C(O)(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1","A673","JZL-184",11.1,6,"BRD-K45446451",38,"CPC006_A673_6H_BRD-K45446451-001-01-9_11.1_emb","JZL-184A67311.16","CPC006_A673_6H:BRD-K45446451-001-01-9:11.1"
"796","graphs_weighted/CPC006_A673_6H_BRD-K49371609-310-01-1_0.09/graph.csv","CPC006_A673_6H_BRD-K49371609-310-01-1_0.09",1,"Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12","A673","PIK-75",0.1,6,"BRD-K49371609",27,"CPC006_A673_6H_BRD-K49371609-310-01-1_0.09_emb","PIK-75A6730.16","CPC006_A673_6H:BRD-K49371609-310-01-1:0.09"
"797","graphs_weighted/CPC006_A673_6H_BRD-K52075040-001-03-0_44.4/graph.csv","CPC006_A673_6H_BRD-K52075040-001-03-0_44.4",1,"C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(N)=O","A673","cerulenin",44.4,6,"BRD-K52075040",16,"CPC006_A673_6H_BRD-K52075040-001-03-0_44.4_emb","ceruleninA67344.46","CPC006_A673_6H:BRD-K52075040-001-03-0:44.4"
"798","graphs_weighted/CPC006_A673_6H_BRD-K53903639-001-01-3_80/graph.csv","CPC006_A673_6H_BRD-K53903639-001-01-3_80",1,"O=C(NC1CC1)c1cc(-c2cccs2)on1","A673","CHEMBL-1222381",80,6,"BRD-K53903639",16,"CPC006_A673_6H_BRD-K53903639-001-01-3_80_emb","CHEMBL-1222381A673806","CPC006_A673_6H:BRD-K53903639-001-01-3:80"
"799","graphs_weighted/CPC006_A673_6H_BRD-K54233340-300-01-0_10/graph.csv","CPC006_A673_6H_BRD-K54233340-300-01-0_10",1,"c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1","A673","dorsomorphin",10,6,"BRD-K54233340",30,"CPC006_A673_6H_BRD-K54233340-300-01-0_10_emb","dorsomorphinA673106","CPC006_A673_6H:BRD-K54233340-300-01-0:10"
"800","graphs_weighted/CPC006_A673_6H_BRD-K59184148-001-04-2_10/graph.csv","CPC006_A673_6H_BRD-K59184148-001-04-2_10",1,"Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21","A673","SB-216763",10,6,"BRD-K59184148",25,"CPC006_A673_6H_BRD-K59184148-001-04-2_10_emb","SB-216763A673106","CPC006_A673_6H:BRD-K59184148-001-04-2:10"
"801","graphs_weighted/CPC006_A673_6H_BRD-K64890080-001-03-9_10/graph.csv","CPC006_A673_6H_BRD-K64890080-001-03-9_10",1,"CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1","A673","BI-2536",10,6,"BRD-K64890080",38,"CPC006_A673_6H_BRD-K64890080-001-03-9_10_emb","BI-2536A673106","CPC006_A673_6H:BRD-K64890080-001-03-9:10"
"802","graphs_weighted/CPC006_A673_6H_BRD-K67868012-003-01-5_11.1/graph.csv","CPC006_A673_6H_BRD-K67868012-003-01-5_11.1",1,"Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1","A673","PI-103",11.1,6,"BRD-K67868012",26,"CPC006_A673_6H_BRD-K67868012-003-01-5_11.1_emb","PI-103A67311.16","CPC006_A673_6H:BRD-K67868012-003-01-5:11.1"
"803","graphs_weighted/CPC006_A673_6H_BRD-K68336408-001-04-2_56.78/graph.csv","CPC006_A673_6H_BRD-K68336408-001-04-2_56.78",1,"COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC","A673","tyrphostin-AG-1478",56.8,6,"BRD-K68336408",22,"CPC006_A673_6H_BRD-K68336408-001-04-2_56.78_emb","tyrphostin-AG-1478A67356.86","CPC006_A673_6H:BRD-K68336408-001-04-2:56.78"
"804","graphs_weighted/CPC006_A673_6H_BRD-K68548958-001-01-2_20/graph.csv","CPC006_A673_6H_BRD-K68548958-001-01-2_20",1,"CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C/c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1","A673","BRD-K68548958",20,6,"BRD-K68548958",33,"CPC006_A673_6H_BRD-K68548958-001-01-2_20_emb","BRD-K68548958A673206","CPC006_A673_6H:BRD-K68548958-001-01-2:20"
