"","rdkit_graph","rdkit_broad","moa","target","disease_area","indication","moa_v1"
"302","CN1c2cc3c(cc2N=C(c2ccc(C(=O)O)cc2)c2ccccc21)C(C)(C)CCC3(C)C","CN1c2cc3c(cc2N=C(c2ccc(C(=O)O)cc2)c2ccccc21)C(C)(C)CCC3(C)C","retinoid receptor agonist","RARB","","","retinoid_agonist_ligand"
"303","COc1ccc2c(c1)c(CCN1CCOCC1)c(C)n2C(=O)c1cccc(Cl)c1Cl","COc1ccc2c(c1)c(CCN1CCOCC1)c(C)n2C(=O)c1cccc(Cl)c1Cl","cannabinoid receptor agonist","CNR2","","","cannabinoid receptor agonist"
"304","O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O","O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O","sodium/glucose cotransporter inhibitor","AQP9|CLCN3|SLC23A1","","","sodium_potassium_chloride_transporter_inhibitor"
"305","CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21","CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21","HMGCR inhibitor","HMGCR|ITGB2","endocrinology|cardiology|neurology/psychiatry","hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia","HMGCR inhibitor"
"306","O=C(O)c1ccc(-c2ccc3cc(C45CC6CC(CC(C6)C4)C5)c(O)cc3c2)cc1","O=C(O)c1ccc(-c2ccc3cc(O)c(C45CC6CC(CC(C6)C4)C5)cc3c2)cc1","retinoid receptor agonist","RARG","","","retinoid_agonist_ligand"
"307","CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]","CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]","BCL inhibitor","BCL2|BCL2L1|BCL2L2","","","bcl_inhibitor"
"308","CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(=O)NO","CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(=O)NO","peptidase inhibitor","ANPEP|LAP3|NPEPPS","","","peptidase_inhibitor"
"309","CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO","C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO","glucocorticoid receptor agonist","NR3C1","dermatology","corticosteroid-responsive dermatoses","glucocorticoid receptor agonist"
"310","CC(Oc1ccc(O)cc1)(P(=O)(O)O)P(=O)(O)O","CC(Oc1ccc(O)cc1)(P(=O)(O)O)P(=O)(O)O","inositol monophosphatase inhibitor","IMPA1","","","inositol_inhibitor"
"311","CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](CC(C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O","CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O","","CERS1","","",""
"312","CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F","CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F","androgen receptor antagonist","AR","oncology","prostate cancer","androgen_antagonist"
"313","c1ccc2c(c1)Nc1ccccc1S2","c1ccc2c(c1)Nc1ccccc1S2","dopamine receptor antagonist","","","","dopamine_antagonist"
"314","CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O","CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O","topoisomerase inhibitor","TOP2A","hematologic malignancy","acute myeloid leukemia (AML)","dna_rna_damage"
"315","Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1","Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1","ribonucleotide reductase inhibitor","CMPK1|RRM1|RRM2|TYMS","oncology","ovarian cancer|breast cancer|non-small cell lung cancer (NSCLC)|pancreatic cancer","ribonucleotide_reductase_inhibitor"
"316","Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1","Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1","RAF inhibitor","BRAF|LCK|MAPK14|RAF1","","","raf_inhibitor"
"317","Cc1ccc(/C=N/NC(=O)c2ccccc2Oc2ccccc2)o1","Cc1ccc(/C=N/NC(=O)c2ccccc2Oc2ccccc2)o1","beta-catenin inhibitor","CTNNB1|TCF4","","","beta-catenin inhibitor"
"318","O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1","O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1","FAAH inhibitor","FAAH","","","faah_inhibitor"
"319","O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2","O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2","dopamine receptor antagonist","CACNG1|DRD2|HRH1|HTR1A|HTR1D|HTR1E|HTR2A","neurology/psychiatry","schizophrenia","dopamine_antagonist"
"320","COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]","COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]","calcium channel blocker","CACNA1C|CACNA1D|CACNA1F|CACNA1H|CACNA1S|CACNA2D1|CACNB2|CALM1|GLRA1|GLRA3|GLRB|KCNA1|KCNA5|NR1I2|TRPM3","cardiology","vasospastic angina|chronic stable angina","calcium_channel_blocker"
"321","O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1","O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1","dopamine receptor antagonist","CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2","neurology/psychiatry","Tourette's disorder","dopamine_antagonist"
"322","CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1","CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1","PARP inhibitor","EEF2|PARP1|PARP15|PARP3","","","PARP inhibitor"
"323","CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1","CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1","opioid receptor agonist","CACNA1A|CALM1|OPRD1|OPRK1|OPRM1|POMC","gastroenterology","diarrhea","opioid_receptor_agonist"
"324","Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C","Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C","farnesyltransferase inhibitor","FNTA|FNTB","","","farnesyltransferase inhibitor"
"325","CCC(C)SSc1ncc[nH]1","CC[C@@H](C)SSc1ncc[nH]1","thioredoxin inhibitor","CNR1|TXN","","","thioredoxin inhibitor"
"326","CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1","CCN(CC)CCC[C@@H](C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1","Ras GTPase inhibitor","","","","Ras GTPase inhibitor"
"327","COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3","COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3","BCRP inhibitor","ABCB1|ABCC1","","","BCRP inhibitor"
"328","N#[N+]CC(=O)CC[C@H](N)C(=O)O","N#[N+]CC(=O)CC[C@H](N)C(=O)O","glutamate receptor antagonist|glutaminase inhibitor","","","","glutamate_antagonist"
"329","COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1","COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1","MDM inhibitor","MDM2|TP53","","","MDM inhibitor"
"330","Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21","Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21","MEK inhibitor","MAP2K1","","","mek_inhibitor"
"331","O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O","O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O","DNA methyltransferase inhibitor","DNMT1|DNMT3B","","","dna_methyltransferase_inhibitor"
"332","Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2","Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(C[C@H]3SC(=O)NC3=O)cc1)O2","insulin sensitizer|PPAR receptor agonist","CYP2C8|PPARG|TRPM3","","","ppar_agonist"
"333","CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1","CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1","tubulin polymerization inhibitor","TUBB","","","microtubule_inhibitor"
"334","CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S","CN1C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=S","RIPK inhibitor","RIPK1","","","RIPK inhibitor"
"335","O=C(Nc1ccccc1)N1CCC(Cc2cnc3ccccc3c2)CC1","O=C(Nc1ccccc1)N1CCC(Cc2cnc3ccccc3c2)CC1","FAAH inhibitor","FAAH","","","faah_inhibitor"
"336","O=c1oc(-c2ccc(C(F)(F)F)cc2)nn1Cc1cc(Cl)ccc1O","O=c1oc(-c2ccc(C(F)(F)F)cc2)nn1Cc1cc(Cl)ccc1O","potassium channel activator","KCNMA1","","","potassium_activator"
"337","C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12","C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12","sodium channel blocker","KCNA5|KCNA7|KCNH1|KCNH2|KCNH5|KCNK1|KCNK6|SCN5A|SLC29A4","infectious disease|cardiology","malaria|atrial fibrillation (AF)|ventricular arrhythmias","sodium channel blocker"
"338","Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1","Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1","smoothened receptor antagonist","SMO","oncology","basal cell carcinoma (BCC)","smoothened receptor antagonist"
"339","OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1","OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1","T-type calcium channel blocker","CACNA1G","neurology/psychiatry","schizophrenia","calcium_channel_blocker"
"340","CCC(CC)CC1(C(=O)Nc2ccccc2SC(=O)C(C)C)CCCCC1","CCC(CC)CC1(C(=O)Nc2ccccc2SC(=O)C(C)C)CCCCC1","cholesteryl ester transfer protein inhibitor","CETP","","","cholesteryl ester transfer protein inhibitor"
"341","Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1","Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1","sphingosine kinase inhibitor","SPHK1","","","sphingosine kinase inhibitor"
"342","CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1","CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1","androgen receptor antagonist","AHR|AR","oncology","prostate cancer","androgen_antagonist"
"343","CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO","CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1","retinoid receptor ligand","ALDH1A1|ALDH1A2|ALDH1A3|DHRS3|DHRS4|LRAT|NR2C2|RBP1|RBP3|RDH11|RDH12|RDH13|RDH14|RDH5|RDH8|RETSAT|RHO|RLBP1|RXRA|RXRB|RXRG","dermatology","cosmetic|acne vulgaris (AV)|keratosis","retinoid_agonist_ligand"
"344","O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1","O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1","PARP inhibitor","PARP1|PARP2","oncology","ovarian cancer","PARP inhibitor"
"345","O=C1C2CCN(CC2)C1(CO)CO","O=C1C2CCN(CC2)C1(CO)CO","TP53 inhibitor","ACHE","","","TP53 inhibitor"
"346","CC(N)C1CCC(C(=O)Nc2ccncc2)CC1","C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1","rho associated kinase inhibitor","PKIA|PKN2|PRKACA|PRKCE|ROCK1|ROCK2","","","rho associated kinase inhibitor"
"347","CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1","CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ccccn1","insulin sensitizer|PPAR receptor agonist","FFAR1|PPARG|TRPC5|TRPM3","","","ppar_agonist"
"348","C/C(=C\C(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1","C/C(=C\C(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1","telomerase inhibitor","TERT","","","telomerase inhibitor"
"349","CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12","CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12","leukotriene synthesis inhibitor","ALOX5|ALOX5AP","","","leukotriene synthesis inhibitor"
"350","O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12","O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12","glucokinase inhibitor","GCK","","","glucokinase inhibitor"
"351","COC[C@@]1(CO)C(=O)[C@H]2CC[N@]1CC2","COC[C@]1(CO)C(=O)C2CCN1CC2","p53 activator","TP53","","","p53 activator"
"352","CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21","CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21","AKT inhibitor","PIM1","","","akt_inhibitor"
"353","COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC","COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC","calcium channel blocker","CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4","cardiology","hypertension","calcium_channel_blocker"
"354","CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O","CCOc1ccccc1-n1c([C@@H](C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O","ion channel antagonist","VDAC2","","","ion channel antagonist"
"355","Cc1ccc(S(=O)(=O)OCC(=O)Nc2ccc(C(=O)O)c(O)c2)cc1","Cc1ccc(S(=O)(=O)OCC(=O)Nc2ccc(C(=O)O)c(O)c2)cc1","STAT inhibitor","STAT3","","","STAT inhibitor"
"356","C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O","C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O","HSP inhibitor","HSP90AA1","","","HSP inhibitor"
"357","CCOc1cc(/C=C2\C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC","CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC","MDM inhibitor","MDM4","","","MDM inhibitor"
"358","COc1ccc(CNCc2cccc3ccccc23)cc1","COc1ccc(CNCc2cccc3ccccc23)cc1","potassium channel blocker","","","","potassium channel blocker"
"359","c1ccc(-c2ccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)cc2)cc1","c1ccc(-c2ccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)cc2)cc1","hypoxia inducible factor activator","HIF1A","","","hypoxia inducible factor activator"
"360","O=c1cc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)[nH]c(=O)n1C1CCCCC1","O=c1cc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)[nH]c(=O)n1C1CCCCC1","liver receptor homolog inverse agonist","NR5A2","","","liver receptor homolog inverse agonist"
"361","CC(C)(C)CCN1C[C@H]2C(CNC(=O)c3cc(Cl)cc(Cl)c3)[C@H]2C1","CC(C)(C)CCN1C[C@H]2[C@H](CNC(=O)c3cc(Cl)cc(Cl)c3)[C@H]2C1","T-type calcium channel blocker","CACNA1G|CACNA1H|CACNA1I","","","calcium_channel_blocker"
"362","Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O","Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O","serotonin receptor antagonist","HTR3A|HTR3B","gastroenterology","nausea|vomiting","serotonin_receptor_antagonist"
"363","CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O","C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O","aromatic L-amino acid decarboxylase inhibitor","DDC","neurology/psychiatry","Parkinson's Disease","aromatic L-amino acid decarboxylase inhibitor"
"364","COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1","COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1","purinergic receptor antagonist","P2RY12","cardiology|neurology/psychiatry","myocardial infarction|stroke|peripheral artery disease (PAD)|acute coronary syndrome (ACS)","purinergic receptor antagonist"
"365","COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC","COc1cc2nc(N3CCN(C(=O)[C@H]4CCCO4)CC3)nc(N)c2cc1OC","adrenergic receptor antagonist","ADRA1A|ADRA1B|ADRA1D","urology|cardiology","benign prostatic hyperplasia (BPH)|hypertension","adrenergic_receptor_antagonist"
"366","NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1","NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1","antiviral","ADK|ENPP1|IMPDH1|IMPDH2|NT5C2","infectious disease","hepatitis C","antiviral"
"367","CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1","CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1","selective serotonin reuptake inhibitor (SSRI)","ANO1|HTR2B|SLC6A4","neurology/psychiatry","depression|obsessive compulsive disorder (OCD)|bulimia nervosa|panic disorders|bipolar disorder","selective serotonin reuptake inhibitor (SSRI)"
"368","CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21","CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21","selective serotonin reuptake inhibitor (SSRI)","SLC6A4","neurology/psychiatry","depression|generalized anxiety disorder (GAD)","selective serotonin reuptake inhibitor (SSRI)"
"369","CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1","CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1","bacterial cell wall synthesis inhibitor","","infectious disease","respiratory tract infections|bone and joint infections|pelvic inflammatory disease|intra-abdominal infections|skin infections|meningitis|urinary tract infections|bacterial septicemia|gynecologic infections","bacterial cell wall synthesis inhibitor"
"370","Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1","Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1","nucleoside reverse transcriptase inhibitor","","infectious disease","human immunodeficiency virus (HIV-1)|acquired immunodeficiency syndrome (AIDS)|hepatitis B","nucleoside_reverse_transcriptase_inhibitor"
"371","CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21","CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21","HMGCR inhibitor","HDAC2|HMGCR|ITGAL|NR1I2","cardiology|endocrinology","coronary heart disease|myocardial infarction|hypercholesterolemia","HMGCR inhibitor"
"372","NCc1ccc(S(N)(=O)=O)cc1","NCc1ccc(S(N)(=O)=O)cc1","carbonic anhydrase inhibitor","CA12|CA14|CA2|CA4|CA6|CA9","infectious disease","first-aid antibiotic|skin infections","carbonic anhydrase inhibitor"
"373","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O","bacterial 50S ribosomal subunit inhibitor","MLNR","infectious disease","pelvic inflammatory disease|pneumonia","antibacterial"
"374","COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12","COc1c(N2CCN[C@@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12","bacterial DNA gyrase inhibitor","","","","bacterial_dna_inhibitor"
"375","OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O","OCc1cc([C@@H](O)CNCCCCCCOCCCCc2ccccc2)ccc1O","adrenergic receptor agonist","ADRB2","pulmonary","asthma|chronic obstructive pulmonary disease (COPD)|bronchospasm","adrenergic_agonist"
"376","O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1","O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1","monoamine oxidase inhibitor","COMT|MAOA|MAOB","","","monoamine oxidase inhibitor"
"377","O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1","O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1","LXR agonist","NCOA1|NCOA2|NR1H2|NR1H3|NR1I2|RXRB","","","LXR agonist"
"378","CNCC(O)c1ccc(O)cc1","CNC[C@@H](O)c1ccc(O)cc1","adrenergic receptor agonist","ADRA1A","otolaryngology","sinusitis","adrenergic_agonist"
"379","CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1","CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1","chloride channel blocker","ABCC1","rheumatology","gout","chloride channel blocker"
"380","CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1","CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1","histamine receptor antagonist","ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|HRH1|HTR2A|HTR2C|HTR6|HTR7","allergy|otolaryngology|ophthalmology|dermatology","allergic rhinitis|vasomotor rhinitis|conjunctivitis|urticaria|dermatographism","histamine receptor antagonist"
"381","CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C","CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C","sodium channel blocker","SCN10A","neurology/psychiatry","anesthetic","sodium channel blocker"
"382","CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1","CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1","cyclooxygenase inhibitor","PTGS2","","","cox inhibitor"
"383","CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2","CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2","serotonin receptor antagonist","HTR3A","gastroenterology","nausea|vomiting","serotonin_receptor_antagonist"
"384","NC(=O)c1cccnc1","NC(=O)c1cccnc1","protein synthesis stimulant","BST1|LDHA|PARP1|SIRT5","dermatology","acne vulgaris (AV)","protein synthesis stimulant"
"385","O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1","O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1","cyclooxygenase inhibitor","ALOX5|PPARG|PTGS1|PTGS2","gastroenterology","ulcerative colitis","cox inhibitor"
"386","C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1","C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1","sigma receptor antagonist","SIGMAR1","","","sigma receptor antagonist"
"387","CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1","CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1","bacterial DNA gyrase inhibitor","","infectious disease","gram-negative bacterial infections","bacterial_dna_inhibitor"
"388","CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21","CCN(CC)C[C@H]1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21","acetylcholine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5","","","acetylcholine receptor antagonist"
